tod,Run,Interval,reqrate,rate,MB/sec,bytes/io,read%,resp,read_resp,write_resp,resp_max,resp_std,xfersize,threads,rdpct,rhpct,whpct,seekpct,lunsize,version,compratio,dedupratio,queue_depth,cpu_used,cpu_user,cpu_kernel,cpu_wait,cpu_idle
12:53:47.274,rd1,1,25000.0000,37.0000,0.1445,4096,72.9730,44.0770,59.9303,1.2730,388.7140,91.8051,4096,2.0000,75.0000,0.0000,0.0000,100.0000,16.0000,n/a,1.5000,2.0000,1.8284,n/a,n/a,n/a,n/a,n/a
12:53:48.117,rd1,2,25000.0000,75.0000,0.2930,4096,76.0000,27.7244,36.1498,1.0440,233.7140,44.8626,4096,2.0000,75.0000,0.0000,0.0000,100.0000,16.0000,n/a,1.5000,2.0000,1.9482,n/a,n/a,n/a,n/a,n/a
12:53:49.101,rd1,3,25000.0000,89.0000,0.3477,4096,75.2809,22.4664,28.6962,3.4939,173.5330,33.0657,4096,2.0000,75.0000,0.0000,0.0000,100.0000,16.0000,n/a,1.5000,2.0000,2.0008,n/a,n/a,n/a,n/a,n/a
12:53:50.057,rd1,4,25000.0000,80.0000,0.3125,4096,80.0000,25.1868,31.3284,0.6206,139.5690,35.8704,4096,2.0000,75.0000,0.0000,0.0000,100.0000,16.0000,n/a,1.5000,2.0000,1.9932,n/a,n/a,n/a,n/a,n/a
12:53:51.117,rd1,5,25000.0000,107.0000,0.4180,4096,65.4206,18.7094,28.1947,0.7641,163.8910,32.3046,4096,2.0000,75.0000,0.0000,0.0000,100.0000,16.0000,n/a,1.5000,2.0000,1.9915,n/a,n/a,n/a,n/a,n/a
12:53:52.053,rd1,6,25000.0000,99.0000,0.3867,4096,74.7475,20.1046,25.9041,2.9382,145.1740,31.6674,4096,2.0000,75.0000,0.0000,0.0000,100.0000,16.0000,n/a,1.5000,2.0000,2.0004,n/a,n/a,n/a,n/a,n/a
12:53:53.064,rd1,7,25000.0000,127.0000,0.4961,4096,67.7165,15.4586,22.3979,0.9030,98.1680,25.7543,4096,2.0000,75.0000,0.0000,0.0000,100.0000,16.0000,n/a,1.5000,2.0000,1.9938,n/a,n/a,n/a,n/a,n/a
12:53:54.040,rd1,8,25000.0000,97.0000,0.3789,4096,74.2268,20.7375,27.6243,0.9036,153.7850,33.3574,4096,2.0000,75.0000,0.0000,0.0000,100.0000,16.0000,n/a,1.5000,2.0000,1.9977,n/a,n/a,n/a,n/a,n/a
12:53:55.042,rd1,9,25000.0000,85.0000,0.3320,4096,76.4706,23.7734,30.7151,1.2128,136.5490,33.6719,4096,2.0000,75.0000,0.0000,0.0000,100.0000,16.0000,n/a,1.5000,2.0000,1.9958,n/a,n/a,n/a,n/a,n/a
12:53:56.042,rd1,10,25000.0000,89.0000,0.3477,4096,79.7753,22.1549,27.5920,0.7088,138.1550,33.3487,4096,2.0000,75.0000,0.0000,0.0000,100.0000,16.0000,n/a,1.5000,2.0000,1.9977,n/a,n/a,n/a,n/a,n/a
12:53:57.041,rd1,11,25000.0000,91.0000,0.3555,4096,76.9231,21.8277,28.1908,0.6172,200.9970,39.5659,4096,2.0000,75.0000,0.0000,0.0000,100.0000,16.0000,n/a,1.5000,2.0000,1.9962,n/a,n/a,n/a,n/a,n/a
12:53:58.059,rd1,12,25000.0000,82.0000,0.3203,4096,81.7073,24.5022,29.6852,1.3515,125.4800,32.7794,4096,2.0000,75.0000,0.0000,0.0000,100.0000,16.0000,n/a,1.5000,2.0000,1.9999,n/a,n/a,n/a,n/a,n/a
12:53:59.039,rd1,13,25000.0000,75.0000,0.2930,4096,82.6667,27.0697,32.5605,0.8832,131.9540,37.1222,4096,2.0000,75.0000,0.0000,0.0000,100.0000,16.0000,n/a,1.5000,2.0000,1.9972,n/a,n/a,n/a,n/a,n/a
12:54:00.058,rd1,14,25000.0000,112.0000,0.4375,4096,71.4286,17.5089,24.2217,0.7271,144.0410,30.3042,4096,2.0000,75.0000,0.0000,0.0000,100.0000,16.0000,n/a,1.5000,2.0000,1.9955,n/a,n/a,n/a,n/a,n/a
12:54:01.040,rd1,15,25000.0000,115.0000,0.4492,4096,78.2609,17.4137,22.0308,0.7920,129.0630,28.1294,4096,2.0000,75.0000,0.0000,0.0000,100.0000,16.0000,n/a,1.5000,2.0000,1.9973,n/a,n/a,n/a,n/a,n/a
12:54:02.041,rd1,16,25000.0000,102.0000,0.3984,4096,77.4510,19.3575,24.7779,0.7394,90.1350,28.3831,4096,2.0000,75.0000,0.0000,0.0000,100.0000,16.0000,n/a,1.5000,2.0000,1.9956,n/a,n/a,n/a,n/a,n/a
